dataset_sample_id,image_path,source_run,source_sample_id,source_image_path,label_source,source_left_pwm,source_right_pwm,quality_score,steering,steering_delta,steering_bin,simulation_time,control_mode,target_lane,corner_radius_m,corner_curvature_1pm,lane_status,lane_error,lane_direction,decision_reason,command,left_pwm,right_pwm,expert_left_pwm,expert_right_pwm,driveability_score,safety_state,position_x,position_y,yaw,cross_track_error,heading_error,target_x,target_y
lane2_00643,images/lane_2/lane2_00643.jpg,run_20260901_122200,751,dataset\runs\run_20260901_122200\images\frame_000751.jpg,expert_command,0.4867,0.3267,1.113764,-0.160000,0.005700,-0.22:-0.15,120.320,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4867,0.3267,,,,,-2.64681,-1.89441,2.68348,0.00571,-0.11111,-3.01848,-1.65659
lane2_00644,images/lane_2/lane2_00644.jpg,run_20260901_122200,752,dataset\runs\run_20260901_122200\images\frame_000752.jpg,expert_command,0.4887,0.3238,1.266591,-0.164900,0.004900,-0.22:-0.15,120.480,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4887,0.3238,,,,,-2.70689,-1.86696,2.63814,0.01102,-0.11447,-3.07252,-1.60708
lane2_00645,images/lane_2/lane2_00645.jpg,run_20260901_122200,754,dataset\runs\run_20260901_122200\images\frame_000754.jpg,expert_command,0.4880,0.3247,1.049808,-0.163300,0.005900,-0.22:-0.15,120.800,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4880,0.3247,,,,,-2.82256,-1.80212,2.55101,0.00257,-0.11340,-3.15659,-1.51848
lane2_00646,images/lane_2/lane2_00646.jpg,run_20260901_122200,755,dataset\runs\run_20260901_122200\images\frame_000755.jpg,expert_command,0.4902,0.3218,1.171885,-0.168400,0.005100,-0.22:-0.15,120.960,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4902,0.3218,,,,,-2.87798,-1.76508,2.50828,0.00660,-0.11696,-3.20322,-1.46193
lane2_00647,images/lane_2/lane2_00647.jpg,run_20260901_122200,756,dataset\runs\run_20260901_122200\images\frame_000756.jpg,expert_command,0.4875,0.3255,1.271322,-0.162000,0.006400,-0.22:-0.15,121.120,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4875,0.3255,,,,,-2.93170,-1.72504,2.46673,0.01162,-0.11255,-3.23262,-1.42290
lane2_00648,images/lane_2/lane2_00648.jpg,run_20260901_122200,758,dataset\runs\run_20260901_122200\images\frame_000758.jpg,expert_command,0.4933,0.3173,1.141466,-0.176000,0.007500,-0.22:-0.15,121.440,expert,2,1.4,0.71429,left_only,-40,right,simulator_ground_truth,expert_path_follow,0.4933,0.3173,,,,,-3.03421,-1.63690,2.38335,0.00435,-0.12225,-3.31244,-1.30000
lane2_00649,images/lane_2/lane2_00649.jpg,run_20260901_122200,759,dataset\runs\run_20260901_122200\images\frame_000759.jpg,expert_command,0.4960,0.3135,1.245062,-0.182500,0.006500,-0.22:-0.15,121.600,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4960,0.3135,,,,,-3.08298,-1.58907,2.33979,0.00702,-0.12673,-3.34741,-1.23559
lane2_00650,images/lane_2/lane2_00650.jpg,run_20260901_122200,760,dataset\runs\run_20260901_122200\images\frame_000760.jpg,expert_command,0.4977,0.3112,1.373803,-0.186500,0.004000,-0.22:-0.15,121.760,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4977,0.3112,,,,,-3.12903,-1.53899,2.29495,0.01159,-0.12951,-3.37896,-1.16943
lane2_00651,images/lane_2/lane2_00651.jpg,run_20260901_122200,761,dataset\runs\run_20260901_122200\images\frame_000761.jpg,expert_command,0.4946,0.3155,1.364476,-0.179100,0.007400,-0.22:-0.15,121.920,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4946,0.3155,,,,,-3.17273,-1.48756,2.25057,0.01234,-0.12439,-3.39806,-1.12445
lane2_00652,images/lane_2/lane2_00652.jpg,run_20260901_122200,763,dataset\runs\run_20260901_122200\images\frame_000763.jpg,expert_command,0.5001,0.3078,1.274918,-0.192300,0.006700,-0.22:-0.15,122.240,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5001,0.3078,,,,,-3.25523,-1.37930,2.15539,0.00650,-0.13355,-3.44577,-0.98589
lane2_00653,images/lane_2/lane2_00653.jpg,run_20260901_122200,764,dataset\runs\run_20260901_122200\images\frame_000764.jpg,expert_command,0.5021,0.3051,1.289548,-0.197000,0.004700,-0.22:-0.15,122.400,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5021,0.3051,,,,,-3.29382,-1.32241,2.10345,0.00637,-0.13678,-3.46412,-0.91493
lane2_00654,images/lane_2/lane2_00654.jpg,run_20260901_122200,765,dataset\runs\run_20260901_122200\images\frame_000765.jpg,expert_command,0.5035,0.3031,1.360298,-0.200400,0.003400,-0.22:-0.15,122.560,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5035,0.3031,,,,,-3.33038,-1.26374,2.04904,0.00866,-0.13918,-3.47873,-0.84311
lane2_00655,images/lane_2/lane2_00655.jpg,run_20260901_122200,767,dataset\runs\run_20260901_122200\images\frame_000767.jpg,expert_command,0.4997,0.3084,1.343947,-0.191300,0.001200,-0.22:-0.15,122.880,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4997,0.3084,,,,,-3.39655,-1.14136,1.93354,0.00968,-0.13289,-3.49467,-0.72202
lane2_00656,images/lane_2/lane2_00656.jpg,run_20260901_122200,768,dataset\runs\run_20260901_122200\images\frame_000768.jpg,expert_command,0.4995,0.3087,1.352577,-0.190800,0.000500,-0.22:-0.15,123.040,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4995,0.3087,,,,,-3.42568,-1.07791,1.87291,0.01015,-0.13252,-3.49915,-0.64886
lane2_00657,images/lane_2/lane2_00657.jpg,run_20260901_122200,769,dataset\runs\run_20260901_122200\images\frame_000769.jpg,expert_command,0.4960,0.3136,1.409005,-0.182400,0.008400,-0.22:-0.15,123.200,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4960,0.3136,,,,,-3.45177,-1.01317,1.81092,0.01351,-0.12665,-3.50000,-0.59000
lane2_00658,images/lane_2/lane2_00658.jpg,run_20260901_122200,771,dataset\runs\run_20260901_122200\images\frame_000771.jpg,expert_command,0.4825,0.3326,1.281490,-0.149900,0.014400,-0.15:-0.09,123.520,expert,2,1.4,0.71429,both_lanes,-46,right,simulator_ground_truth,expert_path_follow,0.4825,0.3326,,,,,-3.49278,-0.88034,1.69552,0.02273,-0.10410,-3.50000,-0.53000
lane2_00659,images/lane_2/lane2_00659.jpg,run_20260901_122200,772,dataset\runs\run_20260901_122200\images\frame_000772.jpg,expert_command,0.4780,0.3388,1.291784,-0.139200,0.010700,-0.15:-0.09,123.680,expert,2,1.4,0.71429,both_lanes,-34,right,simulator_ground_truth,expert_path_follow,0.4780,0.3388,,,,,-3.50766,-0.81281,1.64213,0.02566,-0.09663,-3.50000,-0.51000
lane2_00660,images/lane_2/lane2_00660.jpg,run_20260901_122200,773,dataset\runs\run_20260901_122200\images\frame_000773.jpg,expert_command,0.4747,0.3434,1.263178,-0.131300,0.007900,-0.15:-0.09,123.840,expert,2,1.4,0.71429,both_lanes,-17,forward,simulator_ground_truth,expert_path_follow,0.4747,0.3434,,,,,-3.51897,-0.74487,1.59051,0.02668,-0.09121,-3.50000,-0.48000
lane2_00661,images/lane_2/lane2_00661.jpg,run_20260901_122200,775,dataset\runs\run_20260901_122200\images\frame_000775.jpg,expert_command,0.4698,0.3502,1.326365,-0.119600,0.005300,-0.15:-0.09,124.160,expert,2,1.4,0.71429,both_lanes,4,forward,simulator_ground_truth,expert_path_follow,0.4698,0.3502,,,,,-3.53068,-0.60869,1.49265,0.03189,-0.08304,-3.50000,-0.42000
lane2_00662,images/lane_2/lane2_00662.jpg,run_20260901_122200,776,dataset\runs\run_20260901_122200\images\frame_000776.jpg,expert_command,0.4486,0.3800,1.126034,-0.068600,0.051000,-0.09:-0.03,124.320,expert,2,1.4,0.71429,both_lanes,19,forward,simulator_ground_truth,expert_path_follow,0.4486,0.3800,,,,,-3.53002,-0.54060,1.45373,0.03002,-0.04763,-3.50000,-0.36000
lane2_00663,images/lane_2/lane2_00663.jpg,run_20260901_122200,777,dataset\runs\run_20260901_122200\images\frame_000777.jpg,expert_command,0.4173,0.4219,0.722212,0.004600,0.073200,-0.03:+0.03,124.480,expert,2,1.4,0.71429,both_lanes,27,left,simulator_ground_truth,expert_path_follow,0.4173,0.4219,,,,,-3.52357,-0.47184,1.43876,0.02364,0.00316,-3.50000,-0.29000
lane2_00664,images/lane_2/lane2_00664.jpg,run_20260901_122200,778,dataset\runs\run_20260901_122200\images\frame_000778.jpg,expert_command,0.3843,0.4455,0.733058,0.061200,0.056600,+0.03:+0.09,124.640,expert,2,1.4,0.71429,both_lanes,31,left,simulator_ground_truth,expert_path_follow,0.3843,0.4455,,,,,-3.51455,-0.40292,1.44890,0.01484,0.04252,-3.50000,-0.22000
lane2_00665,images/lane_2/lane2_00665.jpg,run_20260901_122200,779,dataset\runs\run_20260901_122200\images\frame_000779.jpg,expert_command,0.3655,0.4590,0.667769,0.093500,0.032300,+0.09:+0.15,124.800,expert,2,1.4,0.71429,both_lanes,47,left,simulator_ground_truth,expert_path_follow,0.3655,0.4590,,,,,-3.50552,-0.33448,1.47597,0.00711,0.06492,-3.50000,-0.15000
lane2_00666,images/lane_2/lane2_00666.jpg,run_20260901_122200,780,dataset\runs\run_20260901_122200\images\frame_000780.jpg,expert_command,0.3552,0.4663,0.904870,0.111100,0.017600,+0.09:+0.15,124.960,expert,2,1.4,0.71429,right_only,53,left,simulator_ground_truth,expert_path_follow,0.3552,0.4663,,,,,-3.49648,-0.26619,1.51368,0.00519,0.07709,-3.50000,-0.09000
lane2_00667,images/lane_2/lane2_00667.jpg,run_20260901_122200,781,dataset\runs\run_20260901_122200\images\frame_000781.jpg,expert_command,0.3504,0.4697,0.861774,0.119300,0.008200,+0.09:+0.15,125.120,expert,2,1.4,0.71429,both_lanes,19,forward,simulator_ground_truth,expert_path_follow,0.3504,0.4697,,,,,-3.48754,-0.19794,1.55791,0.01263,0.08281,-3.50000,-0.02000
lane2_00668,images/lane_2/lane2_00668.jpg,run_20260901_122200,782,dataset\runs\run_20260901_122200\images\frame_000782.jpg,expert_command,0.3580,0.4643,0.964187,0.106300,0.013000,+0.09:+0.15,125.280,expert,2,1.4,0.71429,both_lanes,11,forward,simulator_ground_truth,expert_path_follow,0.3580,0.4643,,,,,-3.48091,-0.12964,1.60291,0.01909,0.07375,-3.50000,0.05000
lane2_00669,images/lane_2/lane2_00669.jpg,run_20260901_122200,784,dataset\runs\run_20260901_122200\images\frame_000784.jpg,expert_command,0.4063,0.4298,0.906726,0.023500,0.047700,-0.03:+0.03,125.600,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4063,0.4298,,,,,-3.48093,0.00778,1.65883,0.01920,0.01627,-3.50000,0.19000
lane2_00670,images/lane_2/lane2_00670.jpg,run_20260901_122200,785,dataset\runs\run_20260901_122200\images\frame_000785.jpg,expert_command,0.4304,0.4055,0.772409,-0.024900,0.048400,-0.03:+0.03,125.760,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4304,0.4055,,,,,-3.48674,0.07722,1.66049,0.01354,-0.01729,-3.50000,0.26000
lane2_00671,images/lane_2/lane2_00671.jpg,run_20260901_122200,786,dataset\runs\run_20260901_122200\images\frame_000786.jpg,expert_command,0.4430,0.3879,0.739909,-0.055100,0.030200,-0.09:-0.03,125.920,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4430,0.3879,,,,,-3.49305,0.14636,1.64686,0.00784,-0.03825,-3.50000,0.33000
lane2_00672,images/lane_2/lane2_00672.jpg,run_20260901_122200,787,dataset\runs\run_20260901_122200\images\frame_000787.jpg,expert_command,0.4496,0.3785,0.717024,-0.071100,0.016000,-0.09:-0.03,126.080,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4496,0.3785,,,,,-3.49937,0.21524,1.62356,0.00480,-0.04937,-3.50000,0.40000
lane2_00673,images/lane_2/lane2_00673.jpg,run_20260901_122200,788,dataset\runs\run_20260901_122200\images\frame_000788.jpg,expert_command,0.4537,0.3728,0.807308,-0.080900,0.009800,-0.09:-0.03,126.240,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4537,0.3728,,,,,-3.50569,0.28404,1.59469,0.00698,-0.05624,-3.50000,0.46000
lane2_00674,images/lane_2/lane2_00674.jpg,run_20260901_122200,790,dataset\runs\run_20260901_122200\images\frame_000790.jpg,expert_command,0.4466,0.3828,0.930731,-0.063800,0.017100,-0.09:-0.03,126.560,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4466,0.3828,,,,,-3.51448,0.42165,1.53409,0.01457,-0.04428,-3.50000,0.60000
lane2_00675,images/lane_2/lane2_00675.jpg,run_20260901_122200,791,dataset\runs\run_20260901_122200\images\frame_000791.jpg,expert_command,0.4398,0.3923,0.849495,-0.047500,0.016300,-0.09:-0.03,126.720,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4398,0.3923,,,,,-3.51414,0.49081,1.51621,0.01417,-0.03303,-3.48956,0.77062
lane2_00676,images/lane_2/lane2_00676.jpg,run_20260901_122200,792,dataset\runs\run_20260901_122200\images\frame_000792.jpg,expert_command,0.4587,0.3659,1.053582,-0.092800,0.045300,-0.15:-0.09,126.880,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4587,0.3659,,,,,-3.51314,0.55967,1.49185,0.01314,-0.06445,-3.45841,0.93869
lane2_00677,images/lane_2/lane2_00677.jpg,run_20260901_122200,793,dataset\runs\run_20260901_122200\images\frame_000793.jpg,expert_command,0.4703,0.3495,1.146308,-0.120800,0.028000,-0.15:-0.09,127.040,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4703,0.3495,,,,,-3.51215,0.62771,1.45099,0.01279,-0.08388,-3.42373,1.05580
lane2_00678,images/lane_2/lane2_00678.jpg,run_20260901_122200,794,dataset\runs\run_20260901_122200\images\frame_000794.jpg,expert_command,0.4736,0.3450,1.159500,-0.128600,0.007800,-0.15:-0.09,127.200,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4736,0.3450,,,,,-3.50925,0.69522,1.40664,0.01289,-0.08932,-3.39806,1.12445
lane2_00679,images/lane_2/lane2_00679.jpg,run_20260901_122200,797,dataset\runs\run_20260901_122200\images\frame_000797.jpg,expert_command,0.4776,0.3393,1.175740,-0.138300,0.002700,-0.15:-0.09,127.680,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4776,0.3393,,,,,-3.48117,0.89392,1.27300,0.01210,-0.09602,-3.31244,1.30000
lane2_00680,images/lane_2/lane2_00680.jpg,run_20260901_122200,798,dataset\runs\run_20260901_122200\images\frame_000798.jpg,expert_command,0.4798,0.3362,1.238803,-0.143600,0.005300,-0.15:-0.09,127.840,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4798,0.3362,,,,,-3.46530,0.95846,1.22858,0.01358,-0.09971,-3.27414,1.36249
lane2_00681,images/lane_2/lane2_00681.jpg,run_20260901_122200,799,dataset\runs\run_20260901_122200\images\frame_000799.jpg,expert_command,0.4777,0.3392,1.242385,-0.138500,0.005100,-0.15:-0.09,128.000,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4777,0.3392,,,,,-3.44610,1.02199,1.18508,0.01461,-0.09620,-3.24681,1.40301
lane2_00682,images/lane_2/lane2_00682.jpg,run_20260901_122200,801,dataset\runs\run_20260901_122200\images\frame_000801.jpg,expert_command,0.4824,0.3327,1.164409,-0.149700,0.005500,-0.15:-0.09,128.320,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4824,0.3327,,,,,-3.39814,1.14559,1.09993,0.00954,-0.10393,-3.15659,1.51848
lane2_00683,images/lane_2/lane2_00683.jpg,run_20260901_122200,802,dataset\runs\run_20260901_122200\images\frame_000802.jpg,expert_command,0.4802,0.3357,1.248563,-0.144500,0.005200,-0.15:-0.09,128.480,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4802,0.3357,,,,,-3.36949,1.20547,1.05836,0.01382,-0.10033,-3.12390,1.55480
lane2_00684,images/lane_2/lane2_00684.jpg,run_20260901_122200,803,dataset\runs\run_20260901_122200\images\frame_000803.jpg,expert_command,0.4826,0.3323,1.101380,-0.150300,0.005800,-0.22:-0.15,128.640,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4826,0.3323,,,,,-3.33790,1.26393,1.01686,0.00690,-0.10435,-3.07252,1.60708
lane2_00685,images/lane_2/lane2_00685.jpg,run_20260901_122200,805,dataset\runs\run_20260901_122200\images\frame_000805.jpg,expert_command,0.4883,0.3243,1.201014,-0.164000,0.007000,-0.22:-0.15,128.960,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4883,0.3243,,,,,-3.26594,1.37629,0.93560,0.00844,-0.11391,-2.96193,1.70322
lane2_00686,images/lane_2/lane2_00686.jpg,run_20260901_122200,806,dataset\runs\run_20260901_122200\images\frame_000806.jpg,expert_command,0.4860,0.3275,1.211846,-0.158500,0.005500,-0.22:-0.15,129.120,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4860,0.3275,,,,,-3.22574,1.43001,0.89510,0.00990,-0.11008,-2.92290,1.73262
lane2_00687,images/lane_2/lane2_00687.jpg,run_20260901_122200,807,dataset\runs\run_20260901_122200\images\frame_000807.jpg,expert_command,0.4891,0.3233,1.130048,-0.165800,0.007300,-0.22:-0.15,129.280,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4891,0.3233,,,,,-3.18281,1.48197,0.85461,0.00528,-0.11514,-2.86249,1.77414
lane2_00688,images/lane_2/lane2_00688.jpg,run_20260901_122200,809,dataset\runs\run_20260901_122200\images\frame_000809.jpg,expert_command,0.4954,0.3144,1.268139,-0.181000,0.007000,-0.22:-0.15,129.600,expert,2,1.4,0.71429,left_only,-40,right,simulator_ground_truth,expert_path_follow,0.4954,0.3144,,,,,-3.08973,1.58138,0.76999,0.00857,-0.12573,-2.73559,1.84741
lane2_00689,images/lane_2/lane2_00689.jpg,run_20260901_122200,810,dataset\runs\run_20260901_122200\images\frame_000810.jpg,expert_command,0.4977,0.3112,1.415721,-0.186500,0.005500,-0.22:-0.15,129.760,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4977,0.3112,,,,,-3.03968,1.62754,0.72608,0.01319,-0.12954,-2.66943,1.87896
lane2_00690,images/lane_2/lane2_00690.jpg,run_20260901_122200,811,dataset\runs\run_20260901_122200\images\frame_000811.jpg,expert_command,0.4947,0.3155,1.347173,-0.179200,0.007300,-0.22:-0.15,129.920,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4947,0.3155,,,,,-2.98832,1.67132,0.68168,0.01164,-0.12444,-2.62445,1.89806
lane2_00691,images/lane_2/lane2_00691.jpg,run_20260901_122200,813,dataset\runs\run_20260901_122200\images\frame_000813.jpg,expert_command,0.5006,0.3072,1.296106,-0.193400,0.006700,-0.22:-0.15,130.240,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5006,0.3072,,,,,-2.88022,1.75400,0.58694,0.00716,-0.13430,-2.48589,1.94577
lane2_00692,images/lane_2/lane2_00692.jpg,run_20260901_122200,814,dataset\runs\run_20260901_122200\images\frame_000814.jpg,expert_command,0.5025,0.3045,1.327620,-0.198000,0.004600,-0.22:-0.15,130.400,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5025,0.3045,,,,,-2.82344,1.79268,0.53481,0.00773,-0.13745,-2.41493,1.96412
lane2_00693,images/lane_2/lane2_00693.jpg,run_20260901_122200,815,dataset\runs\run_20260901_122200\images\frame_000815.jpg,expert_command,0.5042,0.3021,1.406668,-0.202100,0.004100,-0.22:-0.15,130.560,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5042,0.3021,,,,,-2.76482,1.82931,0.48092,0.01018,-0.14039,-2.34311,1.97873
lane2_00694,images/lane_2/lane2_00694.jpg,run_20260901_122200,816,dataset\runs\run_20260901_122200\images\frame_000816.jpg,expert_command,0.4998,0.3082,1.380990,-0.191600,0.010500,-0.22:-0.15,130.720,expert,2,1.4,0.71429,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4998,0.3082,,,,,-2.70451,1.86375,0.42389,0.01069,-0.13306,-2.29484,1.98638
lane2_00695,images/lane_2/lane2_00695.jpg,run_20260901_122200,818,dataset\runs\run_20260901_122200\images\frame_000818.jpg,expert_command,0.4999,0.3081,1.155995,-0.191800,0.000700,-0.22:-0.15,131.040,expert,2,1.4,0.71429,both_lanes,-87,right,simulator_ground_truth,expert_path_follow,0.4999,0.3081,,,,,-2.57921,1.92499,0.30383,0.00943,-0.13319,-2.14886,1.99915
lane2_00696,images/lane_2/lane2_00696.jpg,run_20260901_122200,819,dataset\runs\run_20260901_122200\images\frame_000819.jpg,expert_command,0.5001,0.3079,1.246962,-0.192200,0.000400,-0.22:-0.15,131.200,expert,2,1.4,0.71429,both_lanes,-77,right,simulator_ground_truth,expert_path_follow,0.5001,0.3079,,,,,-2.51451,1.95119,0.24163,0.01341,-0.13348,-2.06500,2.00000
lane2_00697,images/lane_2/lane2_00697.jpg,run_20260901_122200,820,dataset\runs\run_20260901_122200\images\frame_000820.jpg,expert_command,0.4948,0.3153,1.322841,-0.179500,0.012700,-0.22:-0.15,131.360,expert,2,1.4,0.71429,both_lanes,-61,right,simulator_ground_truth,expert_path_follow,0.4948,0.3153,,,,,-2.44875,1.97422,0.17729,0.01874,-0.12459,-1.96000,2.00000
lane2_00698,images/lane_2/lane2_00698.jpg,run_20260901_122200,822,dataset\runs\run_20260901_122200\images\frame_000822.jpg,expert_command,0.4684,0.3523,1.193255,-0.116100,0.034400,-0.15:-0.09,131.680,expert,2,1.4,0.71429,both_lanes,-32,right,simulator_ground_truth,expert_path_follow,0.4684,0.3523,,,,,-2.31425,2.00701,0.06737,0.02471,-0.08061,-1.78500,2.00000
lane2_00699,images/lane_2/lane2_00699.jpg,run_20260901_122200,824,dataset\runs\run_20260901_122200\images\frame_000824.jpg,expert_command,0.4422,0.3889,0.875745,-0.053300,0.029300,-0.09:-0.03,132.000,expert,2,1.4,0.71429,both_lanes,-11,forward,simulator_ground_truth,expert_path_follow,0.4422,0.3889,,,,,-2.17696,2.02179,0.00081,0.02399,-0.03699,-1.57500,2.00000
lane2_00700,images/lane_2/lane2_00700.jpg,run_20260901_122200,825,dataset\runs\run_20260901_122200\images\frame_000825.jpg,expert_command,0.4327,0.4023,0.794173,-0.030400,0.022900,-0.09:-0.03,132.160,expert,2,1.4,0.71429,both_lanes,-6,forward,simulator_ground_truth,expert_path_follow,0.4327,0.4023,,,,,-2.10768,2.02399,-0.01648,0.02519,-0.02112,-1.47000,2.00000
lane2_00701,images/lane_2/lane2_00701.jpg,run_20260901_122200,826,dataset\runs\run_20260901_122200\images\frame_000826.jpg,expert_command,0.4269,0.4104,0.723726,-0.016500,0.013900,-0.03:+0.03,132.320,expert,2,1.4,0.71429,both_lanes,-1,forward,simulator_ground_truth,expert_path_follow,0.4269,0.4104,,,,,-2.03816,2.02406,-0.02621,0.02540,-0.01147,-1.40000,2.00000
lane2_00702,images/lane_2/lane2_00702.jpg,run_20260901_122200,827,dataset\runs\run_20260901_122200\images\frame_000827.jpg,expert_command,0.4228,0.4161,0.649058,-0.006700,0.009800,-0.03:+0.03,132.480,expert,2,1.4,0.71429,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.4228,0.4161,,,,,-1.96848,2.02284,-0.03116,0.02436,-0.00460,-1.33000,2.00000
lane2_00703,images/lane_2/lane2_00703.jpg,run_20260901_122200,829,dataset\runs\run_20260901_122200\images\frame_000829.jpg,expert_command,0.4173,0.4219,0.542139,0.004600,0.004400,-0.03:+0.03,132.800,expert,2,1.4,0.71429,both_lanes,3,forward,simulator_ground_truth,expert_path_follow,0.4173,0.4219,,,,,-1.82886,2.01856,-0.03221,0.02057,0.00317,-1.19000,2.00000
lane2_00704,images/lane_2/lane2_00704.jpg,run_20260901_122200,830,dataset\runs\run_20260901_122200\images\frame_000830.jpg,expert_command,0.4160,0.4229,0.499466,0.006900,0.002300,-0.03:+0.03,132.960,expert,2,1.4,0.71429,both_lanes,1,forward,simulator_ground_truth,expert_path_follow,0.4160,0.4229,,,,,-1.75908,2.01627,-0.03027,0.01863,0.00481,-1.12000,2.00000
lane2_00705,images/lane_2/lane2_00705.jpg,run_20260901_122200,831,dataset\runs\run_20260901_122200\images\frame_000831.jpg,expert_command,0.4152,0.4234,0.458062,0.008200,0.001300,-0.03:+0.03,133.120,expert,2,1.4,0.71429,both_lanes,1,forward,simulator_ground_truth,expert_path_follow,0.4152,0.4234,,,,,-1.68932,2.01398,-0.02755,0.01680,0.00569,-1.05000,2.00000
lane2_00706,images/lane_2/lane2_00706.jpg,run_20260901_122200,833,dataset\runs\run_20260901_122200\images\frame_000833.jpg,expert_command,0.4149,0.4237,0.389375,0.008800,0.000000,-0.03:+0.03,133.440,expert,2,1.4,0.71429,both_lanes,8,forward,simulator_ground_truth,expert_path_follow,0.4149,0.4237,,,,,-1.54981,2.00960,-0.02110,0.01373,0.00610,-0.91000,2.00000
lane2_00707,images/lane_2/lane2_00707.jpg,run_20260901_122200,834,dataset\runs\run_20260901_122200\images\frame_000834.jpg,expert_command,0.4151,0.4235,0.356587,0.008400,0.000400,-0.03:+0.03,133.600,expert,2,1.4,0.71429,both_lanes,3,forward,simulator_ground_truth,expert_path_follow,0.4151,0.4235,,,,,-1.48005,2.00772,-0.01784,0.01268,0.00578,-0.84000,2.00000
lane2_00708,images/lane_2/lane2_00708.jpg,run_20260901_122200,835,dataset\runs\run_20260901_122200\images\frame_000835.jpg,expert_command,0.4156,0.4232,0.336861,0.007600,0.000800,-0.03:+0.03,133.760,expert,2,1.4,0.71429,both_lanes,4,forward,simulator_ground_truth,expert_path_follow,0.4156,0.4232,,,,,-1.41028,2.00610,-0.01479,0.01196,0.00527,-0.77000,2.00000
lane2_00709,images/lane_2/lane2_00709.jpg,run_20260901_122200,837,dataset\runs\run_20260901_122200\images\frame_000837.jpg,expert_command,0.4166,0.4224,0.312538,0.005800,0.000900,-0.03:+0.03,134.080,expert,2,1.4,0.71429,both_lanes,4,forward,simulator_ground_truth,expert_path_follow,0.4166,0.4224,,,,,-1.27070,2.00358,-0.00964,0.01129,0.00404,-0.63000,2.00000
